intent_code,subintent_code,subintent_name,scenario,first_input,vehicle_state,ASSISTANT_MODE,source,note,seed_input,persona_id,persona_name,model
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Xe đang đỗ, tôi vừa nhận được tin cuộc họp tại chợ Bến Thành bị hủy, cần điều chỉnh lại hành trình cho hợp lý trước khi tiếp tục đi.","Vita, bỏ điểm dừng chợ Bến Thành ra khỏi hành trình.",parking,balance,persona:wiki-62c08cb727c5,,Xóa điểm dừng ở chợ Bến Thành khỏi hành trình.,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Xe đang đỗ tại nhà, tôi cần ra sân bay Nội Bài đón đoàn khách quốc tế, chuyến bay hạ cánh lúc 14h30, tôi muốn đi sớm để chắc chắn không trễ.","Vita, lập tuyến đến sân bay Nội Bài, ưu tiên đường cao tốc.",parking,proactive,persona:wiki-62c08cb727c5,,Lập tuyến đến sân bay Nội Bài và ưu tiên đường cao tốc.,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang trên đường đến cuộc họp quan trọng, có một đồng nghiệp ngồi cùng, đang hơi lo không biết có kịp giờ không vì đường có vẻ đông.","Vita, còn bao lâu tới nơi?",driving,quiet,persona:wiki-62c08cb727c5,,Còn bao lâu nữa thì tới nơi?,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang lái xe một mình trên quốc lộ, tâm trạng bình thản, muốn nắm tình hình giao thông phía trước để chủ động điều chỉnh tốc độ và tuyến đường.","Vita, giao thông phía trước thế nào?",driving,balance,persona:wiki-62c08cb727c5,,Tình hình giao thông phía trước thế nào?,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang chạy xe ra sân bay Tân Sơn Nhất để đón chuyến bay của một người thân từ Hà Nội vào, chuyến bay hạ cánh lúc 15h45, tôi muốn tính toán xem có kịp không.","Vita, với tốc độ này tôi đến sân bay lúc mấy giờ?",driving,proactive,persona:wiki-62c08cb727c5,,Mấy giờ tôi sẽ đến sân bay?,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Xe đang đỗ trước nhà, tôi sắp xuất phát đi làm, một mình, muốn ước lượng thời gian để quyết định có cần ra sớm hơn không.","Vita, nếu đi ngay bây giờ thì bao lâu tôi đến cơ quan?",parking,quiet,persona:wiki-62c08cb727c5,,"Xe đang đỗ đây, nếu khởi hành bây giờ thì bao lâu nữa tôi đến công ty?",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Xe đang đỗ tại khách sạn, tôi chuẩn bị ra sân bay Nội Bài bắt chuyến bay sớm, một mình, hành lý đã sẵn sàng, muốn kiểm tra tình hình trước khi lên đường.","Vita, kiểm tra giao thông đến sân bay và cho tôi biết giờ đến dự kiến.",parking,balance,persona:wiki-62c08cb727c5,,"Trước khi đi, kiểm tra giúp tôi tình hình giao thông đến sân bay và giờ đến dự kiến.",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Xe đang đỗ tại bãi giữ xe của khách sạn, tôi có một hội nghị quan trọng lúc 9h sáng tại trung tâm hội nghị quốc gia, cần tính toán giờ xuất phát hợp lý.","Vita, nếu xuất phát ngay thì tôi đến trung tâm hội nghị lúc mấy giờ?",parking,proactive,persona:wiki-62c08cb727c5,,Nếu xuất phát ngay thì mấy giờ tôi tới trung tâm hội nghị?,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi đang chạy xe gần đến trụ sở cơ quan, một mình, vừa xong cuộc họp ngoài thực địa, cần vào bãi đỗ xe của tòa nhà nhanh gọn để lên họp tiếp.","Vita, hướng dẫn tôi vào bãi đỗ của tòa nhà.",driving,quiet,persona:wiki-62c08cb727c5,,"Tôi sắp đến rồi, bật hướng dẫn vào bãi đỗ của tòa nhà nhé.",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi đang lái xe đến trung tâm hội nghị, có một trợ lý ngồi cùng, sắp đến nơi nhưng chưa rõ lối vào bãi đỗ xe ở đâu.","Vita, chỉ đường vào bãi đỗ xe tại điểm đến cho tôi.",driving,balance,persona:wiki-62c08cb727c5,,"Gần tới nơi rồi, chỉ đường vào bãi đỗ xe tại điểm đến giúp tôi.",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi đang đưa một đoàn khách quốc tế đến khách sạn Melia Hà Nội, sắp đến nơi rồi, cần biết khu vực đón trả khách để dừng xe cho đúng chỗ.","Vita, hướng dẫn tôi vào khu đón trả khách của khách sạn.",driving,proactive,persona:wiki-62c08cb727c5,,"Tôi sắp tới khách sạn, hướng dẫn tôi vào khu đón trả khách nhé.",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi vừa đỗ xe xong tại bãi giữ xe của Bộ, một mình, kết thúc chuyến đi công tác dài ngày, tâm trạng nhẹ nhõm và muốn kết thúc hành trình gọn gàng.","Vita, kết thúc hành trình.",parking,quiet,persona:wiki-62c08cb727c5,,"Tôi đã đỗ xe rồi, kết thúc hành trình nhé.",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi vừa đỗ xe xong tại nhà sau một ngày dài họp hành, một mình, khá mệt, chỉ muốn tắt mọi thứ và nghỉ ngơi.","Vita, tôi đỗ xe rồi, kết thúc chuyến đi giúp tôi.",parking,balance,persona:wiki-62c08cb727c5,,"Tôi đỗ xe xong rồi, kết thúc chuyến đi giúp tôi.",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi vừa đỗ xe tại một địa điểm mới trong khu đô thị mà tôi chưa quen, một mình, muốn lưu lại vị trí để sau này tìm lại dễ dàng.","Vita, lưu vị trí đỗ xe này lại cho tôi.",parking,proactive,persona:wiki-62c08cb727c5,,"Đến nơi rồi, lưu vị trí đỗ xe này giúp tôi.",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Tôi đang trên đường từ Đà Nẵng ra Huế, một mình, tâm trạng thư thái vì đây là chuyến đi kết hợp công tác và tìm hiểu lịch sử — Huế luôn khiến tôi muốn tìm hiểu thêm.","Vita, Huế có những món ăn đặc sản nào?",driving,quiet,persona:wiki-62c08cb727c5,,Huế nổi tiếng với món ăn nào?,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Tôi đang chạy xe từ Đà Nẵng vào Hội An, có một người bạn đồng hành, tâm trạng hào hứng vì cả hai đều yêu thích lịch sử và muốn khám phá thêm trước khi đến nơi.","Vita, phố cổ Hội An có những điểm đặc sắc gì về lịch sử và văn hóa?",driving,balance,persona:wiki-62c08cb727c5,,Phố cổ Hội An có gì đặc sắc vậy?,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Tôi đang lái xe lên Đà Lạt, một mình, trong tâm trạng phấn khởi vì đây là chuyến nghỉ ngơi hiếm hoi sau nhiều tháng bận rộn, muốn biết nên thưởng thức gì khi đến nơi.","Vita, Đà Lạt mùa này có đặc sản gì đáng thử không?",driving,proactive,persona:wiki-62c08cb727c5,,Đà Lạt mùa này có đặc sản gì đáng thử?,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Xe đang đỗ gần khu vực chợ Bến Thành, tôi một mình, đang ngồi trong xe tranh thủ đọc tài liệu, bỗng tò mò về lịch sử của ngôi chợ nổi tiếng này.","Vita, chợ Bến Thành xây từ năm nào?",parking,quiet,persona:wiki-62c08cb727c5,,Chợ Bến Thành được xây từ bao giờ?,wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Xe đang đỗ tại bãi gần khu du lịch Tràng An, tôi đang chuẩn bị dẫn một nhóm cựu chiến binh đi tham quan, muốn nắm thêm thông tin để giới thiệu cho anh em.","Vita, Tràng An ở Ninh Bình có những điểm nổi bật gì về lịch sử và cảnh quan?",parking,balance,persona:wiki-62c08cb727c5,,"Ở Ninh Bình, Tràng An có gì nổi bật?",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Xe đang đỗ tại trung tâm thị trấn Sa Pa, tôi đi cùng một người bạn, vừa kết thúc buổi chiều khám phá ruộng bậc thang, tâm trạng sảng khoái và muốn tìm hoạt động thú vị cho buổi tối.","Vita, tối ở Sa Pa có hoạt động hay địa điểm nào đáng đến không?",parking,proactive,persona:wiki-62c08cb727c5,,"Tôi đang đỗ xe ở Sa Pa, buổi tối ở đây có gì thú vị?",wiki-62c08cb727c5,Mai Tran,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Tôi đang trên đường đến sân vận động để xem trận giao hữu, đang chạy khá nhanh và chợt nhận ra pin xe còn thấp hơn dự kiến, không có ai trên xe, tâm trạng hơi lo.","Vita, trạm sạc gần nhất ở đâu?",driving,quiet,persona:wiki-62706e3ac3c2,,Dẫn đường đến trạm xăng gần nhất.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Tôi vừa kết thúc buổi tập sáng, đang lái xe một mình về nhà theo hướng quận 1, bụng đói và muốn ghé ăn sáng trước khi về, tâm trạng thoải mái, không vội.","Vita, tìm quán phở ngon gần đây rồi dẫn đường cho tôi đến đó nhé.",driving,balance,persona:wiki-62706e3ac3c2,,Tìm một quán phở gần đây rồi dẫn đường tới đó.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Tôi đang lái xe vào trung tâm thành phố để dự một cuộc họp quan trọng với đối tác, có một đồng nghiệp ngồi cùng, đang hơi vội vì sắp trễ giờ.","Vita, dẫn tôi đến bãi đỗ xe gần chợ Bến Thành, nhanh lên nhé.",driving,proactive,persona:wiki-62706e3ac3c2,,Đưa tôi đến bãi đỗ xe gần chợ Bến Thành.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Tôi vừa đỗ xe lại ở một khu vực lạ sau khi đi khảo sát địa điểm tổ chức giải đấu, đang ngồi một mình trong xe và muốn uống cà phê trước khi làm việc tiếp.","Vita, quán cà phê nào gần đây?",parking,quiet,persona:wiki-62706e3ac3c2,,Tìm một quán cà phê gần đây để tôi đến.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Tôi đang đỗ xe ở bãi gần khách sạn, chuẩn bị đưa một đoàn khách nước ngoài đi tham quan, tâm trạng hào hứng và muốn chuẩn bị hành trình kỹ càng.","Vita, dẫn đường đến Bảo tàng Chứng tích Chiến tranh giúp tôi.",parking,balance,persona:wiki-62706e3ac3c2,,Dẫn đường đến Bảo tàng Chứng tích Chiến tranh.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Tôi vừa kết thúc buổi tập thể dục buổi sáng và đang đỗ xe gần công viên, cùng với một người bạn đồng nghiệp, cả hai đang đói và muốn tìm chỗ ăn trưa sớm.","Vita, tìm cho tôi một nhà hàng Việt Nam ngon gần đây để ăn trưa đi.",parking,proactive,persona:wiki-62706e3ac3c2,,Tìm giúp tôi một nhà hàng Việt Nam gần đây để ăn trưa.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Tôi đang trên đường cao tốc về thành phố sau chuyến công tác, một mình, và thấy phía trước có vẻ đang ùn tắc, tâm trạng hơi bực vì muốn về nhanh.","Vita, chuyển sang đường tránh cao tốc.",driving,quiet,persona:wiki-62706e3ac3c2,,Đổi tuyến hiện tại sang đường tránh cao tốc.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Tôi đang chạy xe đến văn phòng để kịp cuộc họp lúc 9 giờ, đi một mình, và thấy đường phía trước đang bắt đầu kẹt, tâm trạng căng thẳng.","Vita, tìm đường ít kẹt hơn cho tôi đi nhé.",driving,balance,persona:wiki-62706e3ac3c2,,Đổi tuyến hiện tại sang đường ít ùn tắc hơn giúp tôi.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Tôi đang trên đường đến cuộc họp với ban tổ chức giải đấu, chợt nhớ ra cần ghé bưu điện để gửi hồ sơ trước, đang đi một mình và tâm trạng khá bình thản.","Vita, thêm Bưu điện Trung tâm vào tuyến đường hiện tại cho tôi.",driving,proactive,persona:wiki-62706e3ac3c2,,Thêm Bưu điện Trung tâm Thành phố làm điểm dừng trên tuyến hiện tại.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Tôi đang đỗ xe ở nhà, chuẩn bị lái xe ra Hà Nội để tham dự một sự kiện thể thao, đi một mình và muốn lên đường sớm.","Vita, lập tuyến từ đây đến Hồ Hoàn Kiếm.",parking,quiet,persona:wiki-62706e3ac3c2,,Lập tuyến từ đây đến Hồ Hoàn Kiếm.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Tôi đang ngồi trong xe đỗ ở bãi gần văn phòng, vừa nhận được tin cuộc họp thay đổi địa điểm nên phải điều chỉnh lại hành trình, tâm trạng hơi bận rộn.","Vita, xóa điểm dừng chợ Bến Thành ra khỏi hành trình giúp tôi.",parking,balance,persona:wiki-62706e3ac3c2,,Xóa điểm dừng ở chợ Bến Thành khỏi hành trình.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Tôi đang đỗ xe ở khách sạn ở Hà Nội, sắp ra sân bay Nội Bài để đón đoàn vận động viên từ nước ngoài về, đang hơi vội vì chuyến bay đến sớm hơn dự kiến.","Vita, lập tuyến đến sân bay Nội Bài và ưu tiên đường cao tốc nhé.",parking,proactive,persona:wiki-62706e3ac3c2,,Lập tuyến đến sân bay Nội Bài và ưu tiên đường cao tốc.,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang trên đường đến sân vận động để kịp trận đấu bắt đầu lúc 7 giờ tối, đi một mình, và muốn biết còn đủ thời gian không.","Vita, còn bao lâu nữa tôi tới nơi?",driving,quiet,persona:wiki-62706e3ac3c2,,Còn bao lâu nữa thì tới nơi?,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang lái xe đến trung tâm thể thao để họp với ban huấn luyện, đi một mình, và lo ngại đường giờ này có thể đông.","Vita, giao thông phía trước đang thế nào vậy?",driving,balance,persona:wiki-62706e3ac3c2,,Tình hình giao thông phía trước thế nào?,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang lái xe ra sân bay để bắt chuyến bay đi thi đấu, có một đồng nghiệp ngồi cùng, và đang khá lo vì không biết có kịp giờ không.","Vita, tính toán xem tôi đến sân bay lúc mấy giờ?",driving,proactive,persona:wiki-62706e3ac3c2,,Mấy giờ tôi sẽ đến sân bay?,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang ngồi trong xe đỗ trước nhà, sắp đi làm buổi sáng, muốn biết tình hình giao thông trước khi xuất phát để tính toán thời gian.","Vita, nếu tôi đi ngay bây giờ thì bao lâu tới công ty?",parking,quiet,persona:wiki-62706e3ac3c2,,"Xe đang đỗ đây, nếu khởi hành bây giờ thì bao lâu nữa tôi đến công ty?",wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang ngồi trong xe đỗ ở nhà, chuẩn bị ra sân bay đón đoàn khách, muốn kiểm tra giao thông để chắc chắn không bị trễ.","Vita, kiểm tra giúp tôi tình hình giao thông đến sân bay và giờ đến dự kiến nhé.",parking,balance,persona:wiki-62706e3ac3c2,,"Trước khi đi, kiểm tra giúp tôi tình hình giao thông đến sân bay và giờ đến dự kiến.",wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Tôi đang đỗ xe ở bãi gần khách sạn, sắp đến trung tâm hội nghị để tham dự lễ khai mạc giải đấu, đang hơi hồi hộp và muốn tính toán thời gian cho chính xác.","Vita, nếu xuất phát ngay thì tôi đến trung tâm hội nghị lúc mấy giờ?",parking,proactive,persona:wiki-62706e3ac3c2,,Nếu xuất phát ngay thì mấy giờ tôi tới trung tâm hội nghị?,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi đang trên đường đến tòa nhà văn phòng để họp, gần tới nơi rồi nhưng chưa biết vào bãi đỗ xe theo lối nào, đang đi một mình.","Vita, chỉ đường vào bãi đỗ của tòa nhà cho tôi.",driving,quiet,persona:wiki-62706e3ac3c2,,"Tôi sắp đến rồi, bật hướng dẫn vào bãi đỗ của tòa nhà nhé.",wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi đang lái xe đến trung tâm thể thao để tham dự buổi tập, gần đến nơi rồi nhưng chưa rõ khu vực đỗ xe ở đâu, đi một mình và tâm trạng tập trung.","Vita, gần tới rồi, chỉ đường vào bãi đỗ xe cho tôi nhé.",driving,balance,persona:wiki-62706e3ac3c2,,"Gần tới nơi rồi, chỉ đường vào bãi đỗ xe tại điểm đến giúp tôi.",wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi đang lái xe đưa một nhóm đồng nghiệp đến khách sạn sau chuyến đi xa, mọi người đều mệt, tôi muốn vào khu đón trả khách cho nhanh để họ xuống xe.","Vita, sắp tới khách sạn rồi, hướng dẫn tôi vào khu đón trả khách đi.",driving,proactive,persona:wiki-62706e3ac3c2,,"Tôi sắp tới khách sạn, hướng dẫn tôi vào khu đón trả khách nhé.",wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi vừa đỗ xe xong tại sân vận động sau trận đấu, một mình, tâm trạng hài lòng vì trận đấu kết thúc tốt đẹp và muốn kết thúc hành trình.","Vita, đỗ xe xong rồi, kết thúc hành trình nhé.",parking,quiet,persona:wiki-62706e3ac3c2,,"Tôi đã đỗ xe rồi, kết thúc hành trình nhé.",wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi vừa đỗ xe vào bãi sau buổi họp dài, một mình, khá mệt và muốn kết thúc chuyến đi để nghỉ ngơi.","Vita, tôi đỗ xe xong rồi, kết thúc chuyến đi giúp tôi.",parking,balance,persona:wiki-62706e3ac3c2,,"Tôi đỗ xe xong rồi, kết thúc chuyến đi giúp tôi.",wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Tôi vừa đỗ xe tại một địa điểm tổ chức sự kiện thể thao mà tôi chưa đến bao giờ, đi cùng một đồng nghiệp, và muốn lưu lại vị trí để lần sau dễ tìm.","Vita, lưu vị trí đỗ xe hiện tại giúp tôi nhé.",parking,proactive,persona:wiki-62706e3ac3c2,,"Đến nơi rồi, lưu vị trí đỗ xe này giúp tôi.",wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Tôi đang lái xe trên đường từ Đà Nẵng ra Huế, ngồi một mình, tâm trạng thoải mái và tò mò muốn biết thêm về văn hóa ẩm thực nơi mình sắp đến.","Vita, Huế nổi tiếng với những món ăn gì?",driving,quiet,persona:wiki-62706e3ac3c2,,Huế nổi tiếng với món ăn nào?,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Tôi đang trên đường từ Đà Nẵng vào Hội An cùng với vài người bạn, tâm trạng hào hứng và muốn tìm hiểu trước để có kế hoạch tham quan.","Vita, phố cổ Hội An có gì đặc sắc, kể tôi nghe đi.",driving,balance,persona:wiki-62706e3ac3c2,,Phố cổ Hội An có gì đặc sắc vậy?,wiki-62706e3ac3c2,Siti Lim,openrouter/ag/claude-sonnet-4-6
