intent_code,subintent_code,subintent_name,scenario,first_input,vehicle_state,ASSISTANT_MODE,source,note,seed_input,persona_id,persona_name,model
cabin_vehicle_control,seat_comfort,Ghế và tiện nghi,"Tôi đang đỗ xe ở một góc yên tĩnh bên hồ sau buổi tập thể dục buổi sáng, muốn nghỉ ngơi đôi phút trước khi về.","Vita ơi, đưa ghế lái về vị trí thư giãn giúp tôi nhé.",parking,balance,persona:wiki-9f3c655902f2,,"Xe đang đỗ rồi, đưa ghế lái về vị trí thư giãn nhé.",wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,seat_comfort,Ghế và tiện nghi,"Tôi đang đỗ xe chờ mua nước sau buổi vận động ngoài trời, thời tiết hơi se lạnh và tôi đang ngồi chờ thong thả.","Vita, bật sưởi ghế lái mức thấp trong lúc tôi chờ nhé.",parking,proactive,persona:wiki-9f3c655902f2,,Bật sưởi ghế lái mức thấp trong lúc tôi chờ nhé.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,"Tôi đang lái xe qua đoạn đường đang thi công nhiều bụi bẩn, cần nhanh chóng đóng kín các cửa để giữ không gian sạch sẽ.","Vita, đóng hết cửa kính lại.",driving,quiet,persona:wiki-9f3c655902f2,,Đóng hết cửa kính lại giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,"Tôi đang lái xe thong thả trên cung đường ven sông vào buổi chiều mát, muốn tận hưởng chút gió trời tự nhiên.","Vita ơi, hạ kính cửa bên phụ xuống một nửa giúp tôi.",driving,balance,persona:wiki-9f3c655902f2,,Hạ kính cửa bên phụ phía trước xuống một nửa.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,"Tôi đang lái xe trong khu đô thị với tốc độ chậm, cảm thấy hơi ngợp nên muốn đổi chút không khí thoáng đãng.","Vita, mở kính cửa ghế lái xuống một nửa.",driving,proactive,persona:wiki-9f3c655902f2,,Mở kính cửa ghế lái xuống một nửa giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,Tôi vừa cất xong đồ đạc vào cốp sau buổi tập luyện và đang ngồi vào ghế lái chuẩn bị rời đi.,"Vita, đóng cốp xe lại giúp tôi.",parking,quiet,persona:wiki-9f3c655902f2,,Đóng cốp xe giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,"Tôi đang đỗ xe dưới bóng râm để nghe điện thoại công việc, không khí trong xe hơi oi nên muốn mở hé kính.","Vita ơi, hạ kính cửa ghế lái xuống một nửa nhé.",parking,balance,persona:wiki-9f3c655902f2,,Hạ kính cửa ghế lái xuống một nửa.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,Tôi vừa đỗ xe an toàn tại tầng hầm chung cư và chuẩn bị xách cặp bước xuống xe về nhà.,"Vita, khóa tất cả cửa xe lại.",parking,proactive,persona:wiki-9f3c655902f2,,Khóa tất cả cửa xe.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đang lái xe thì trời bất chợt đổ mưa lất phất, cần tập trung quan sát đường phía trước nên muốn bật gạt mưa ngay.","Vita, bật gạt mưa mức thấp.",driving,quiet,persona:wiki-9f3c655902f2,,Bật gạt mưa mức thấp.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đang di chuyển trên cao tốc thì gặp trận mưa rào bất ngờ, tầm nhìn giảm nên tôi cần xử lý nhanh gọn.","Vita ơi, bật gạt mưa phía trước tốc độ vừa giúp tôi.",driving,balance,persona:wiki-9f3c655902f2,,"Trời bắt đầu mưa rồi, bật gạt mưa phía trước ở tốc độ vừa giúp tôi.",wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đang lái xe vào đoạn đường hầm tối om trên đường về nhà, cần bật đèn ngay để đảm bảo an toàn.","Vita, bật đèn chiếu gần giúp tôi.",driving,proactive,persona:wiki-9f3c655902f2,,"Tối quá, bật đèn chiếu gần giúp tôi.",wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi vừa đỗ xe sát lề đường ở một con phố hẹp, cần gập gương ngay để tránh xe máy quẹt phải.","Vita, gập hai gương chiếu hậu lại.",parking,quiet,persona:wiki-9f3c655902f2,,Gập hai gương chiếu hậu lại.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,Tôi đang đỗ xe ở bãi gửi xe ban đêm để tìm lại chiếc chìa khóa bị rơi dưới sàn xe.,"Vita ơi, bật đèn trong cabin giúp tôi nhé.",parking,balance,persona:wiki-9f3c655902f2,,Bật đèn trong cabin giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đã đỗ xe ngay ngắn vào ô đỗ tại cơ quan và chuẩn bị bước ra ngoài, cần trả gương về trạng thái bình thường.","Vita, chỉnh cả hai gương về vị trí mặc định.",parking,proactive,persona:wiki-9f3c655902f2,,"Xe đỗ rồi, chỉnh cả hai gương về vị trí mặc định nhé.",wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,Tôi đang lái xe trên đường cao tốc muốn tối ưu hóa năng lượng cho hành trình dài phía trước nên cần đổi chế độ vận hành.,"Vita, chuyển sang chế độ lái Eco.",driving,quiet,persona:wiki-9f3c655902f2,,Chuyển xe sang chế độ lái Eco.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,"Tôi đang chuẩn bị đổ đèo trên đường đi công tác miền núi, cần tăng mức hãm của xe để kiểm soát tốc độ tốt hơn.","Vita ơi, tăng mức phanh tái sinh lên cao giúp tôi.",driving,balance,persona:wiki-9f3c655902f2,,Tăng mức phanh tái sinh lên cao.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,"Tôi đang lái xe trong khu phố chật hẹp cần xoay sở nhiều, muốn vô lăng nhẹ nhàng hơn để đỡ tốn sức tay.","Vita, đặt vô lăng sang mức trợ lực nhẹ.",driving,proactive,persona:wiki-9f3c655902f2,,Đặt vô lăng sang mức trợ lực nhẹ giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,"Tôi đang ngồi trong xe chuẩn bị xuất phát từ gara nhà riêng, muốn thiết lập sẵn tính năng an toàn cho chuyến đi.","Vita, bật tự động khóa xe khi bắt đầu chạy.",parking,quiet,persona:wiki-9f3c655902f2,,Bật chế độ tự động khóa xe khi tôi bắt đầu chạy nhé.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,Tôi đang đỗ xe chờ giải quyết công việc gấp ở vỉa hè và muốn cấu hình lại thời gian ngắt nguồn điện phụ.,"Vita ơi, đặt thời gian tự tắt nguồn phụ kiện sau khi đỗ thành mười phút nhé.",parking,balance,persona:wiki-9f3c655902f2,,Đặt thời gian tự tắt nguồn phụ kiện sau khi đỗ xe thành mười phút.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,Tôi vừa để một chiếc túi đựng thiết bị quan trọng ở hàng ghế sau và muốn đảm bảo an toàn trước khi rời xe.,"Vita, bật cảnh báo bỏ quên đồ ở hàng ghế sau giúp tôi.",parking,proactive,persona:wiki-9f3c655902f2,,Bật cảnh báo bỏ quên đồ ở hàng ghế sau giúp tôi.,wiki-9f3c655902f2,Siti Putra,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang lái xe trên đường vành đai để kịp buổi họp hội đồng thành phố, không gian trong xe hơi oi bức và tôi cần tập trung cao độ.","Vita, hạ nhiệt độ bên tài xuống 22 độ.",driving,quiet,persona:wiki-62c08cb727c5,,Giảm nhiệt độ điều hòa bên tài xế xuống 22 độ.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang di chuyển cùng đồng nghiệp đến công sở vào buổi sáng, không khí hơi ngột ngạt nên cần điều chỉnh lại nhiệt độ cho thoải mái.","Vita ơi, tăng nhiệt độ điều hòa ghế phụ lên 24 độ giúp tôi.",driving,balance,persona:wiki-62c08cb727c5,,Tăng nhiệt độ điều hòa bên ghế phụ lên 24 độ giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang lái xe một mình trên trục đường chính hướng đến cơ quan, thời tiết bên ngoài khá oi ả và tôi muốn khoang xe mát mẻ hơn.","Vita, nâng nhiệt độ điều hòa bên ghế phụ lên 25 độ nhé.",driving,proactive,persona:wiki-62c08cb727c5,,Tăng nhiệt độ điều hòa bên ghế phụ lên 25 độ giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang dừng xe chờ một vài phút trước cổng cơ quan, tranh thủ chỉnh lại nhiệt độ cho dễ chịu.","Vita, chỉnh điều hòa bên lái về 24 độ.",parking,quiet,persona:wiki-62c08cb727c5,,Đặt điều hòa bên lái xuống 24 độ.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang đỗ xe chờ cấp dưới mang tài liệu ra, tranh thủ thiết lập lại không gian bên trong cho chuẩn mực.","Vita, chỉnh giúp tôi điều hòa bên ghế lái xuống 22 độ.",parking,balance,persona:wiki-62c08cb727c5,,"Xe đang đỗ, chỉnh điều hòa bên ghế lái xuống 22 độ giúp tôi.",wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang ngồi chờ trong xe trước giờ xuất phát đi kiểm tra thực địa dự án đô thị, chuẩn bị sẵn mọi thứ cho gọn gàng.","Vita, bật chế độ tự động điều hòa ở 24 độ trước khi xe chạy nhé.",parking,proactive,persona:wiki-62c08cb727c5,,"Trước khi khởi hành, bật điều hòa tự động ở 24 độ nhé.",wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,seat_comfort,Ghế và tiện nghi,"Tôi đang lái xe qua các tuyến phố đông đúc để đến buổi làm việc với ban quản lý dự án, lưng hơi mỏi và tôi cần sự tỉnh táo.",Bật làm mát ghế lái mức 2.,driving,quiet,persona:wiki-62c08cb727c5,,Bật làm mát ghế lái mức 2.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,seat_comfort,Ghế và tiện nghi,"Tôi đang trên đường cao tốc hướng về vùng ven để khảo sát quy hoạch, tư thế ngồi cần được chỉnh lại cho đỡ mỏi.","Vita, ngả tựa lưng ghế lái thêm một chút.",driving,balance,persona:wiki-62c08cb727c5,,Chỉnh tựa lưng ghế lái ngả thêm một chút.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,seat_comfort,Ghế và tiện nghi,"Tôi đang lái xe đường dài từ cuộc họp liên ngành trở về, cơ thể bắt đầu thấy căng cứng và cần thư giãn nhẹ.","Vita, bật massage ghế lái giúp tôi.",driving,proactive,persona:wiki-62c08cb727c5,,"Tôi hơi mỏi lưng, bật massage ghế lái giúp tôi.",wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,seat_comfort,Ghế và tiện nghi,"Tôi đang đỗ xe trong khu vực hầm gửi xe của cơ quan, kiểm tra lại các tính năng phụ trợ trước khi rời đi.",Tắt sưởi ghế phụ phía trước.,parking,quiet,persona:wiki-62c08cb727c5,,Tắt sưởi ghế phụ phía trước.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,seat_comfort,Ghế và tiện nghi,"Tôi đang đỗ xe nghỉ trưa ngắn tại khuôn viên cơ quan, muốn tranh thủ ngả lưng thư giãn một lát.","Vita, đưa ghế lái về vị trí thư giãn.",parking,balance,persona:wiki-62c08cb727c5,,"Xe đang đỗ rồi, đưa ghế lái về vị trí thư giãn nhé.",wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,seat_comfort,Ghế và tiện nghi,"Tôi đang ngồi chờ trong xe dưới tiết trời se lạnh buổi sớm, chuẩn bị cho lịch trình làm việc bận rộn cả ngày.","Vita, bật sưởi ghế lái mức thấp trong lúc tôi chờ.",parking,proactive,persona:wiki-62c08cb727c5,,Bật sưởi ghế lái mức thấp trong lúc tôi chờ nhé.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,"Tôi đang lái xe qua đoạn đường đang thi công nhiều bụi bẩn, cần đóng kín các cửa sổ ngay lập tức.",Đóng hết cửa kính lại.,driving,quiet,persona:wiki-62c08cb727c5,,Đóng hết cửa kính lại giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,"Tôi đang lái xe thong thả qua khu công viên ven sông, muốn hít thở chút gió trời tự nhiên.","Vita, hạ kính cửa bên phụ xuống một nửa.",driving,balance,persona:wiki-62c08cb727c5,,Hạ kính cửa bên phụ phía trước xuống một nửa.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,"Tôi đang lái xe trên tuyến đường nội đô thoáng đãng, muốn đổi gió một chút cho không khí trong xe đỡ bí.","Vita, mở kính cửa ghế lái xuống một nửa giúp tôi.",driving,proactive,persona:wiki-62c08cb727c5,,Mở kính cửa ghế lái xuống một nửa giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,Tôi vừa cất xong đống tài liệu quy hoạch vào khoang sau và chuẩn bị rời bãi đỗ xe của cơ quan.,"Vita, đóng cốp xe lại.",parking,quiet,persona:wiki-62c08cb727c5,,Đóng cốp xe giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,"Tôi đang dừng xe chờ đồng nghiệp ở lề đường, hạ kính xuống để tiện trao đổi công việc bên ngoài.",Hạ kính cửa ghế lái xuống một nửa.,parking,balance,persona:wiki-62c08cb727c5,,Hạ kính cửa ghế lái xuống một nửa.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,doors_windows_trunk,Cửa/kính/cốp,Tôi vừa kết thúc công việc và chuẩn bị rời khỏi xe trong bãi đỗ an ninh của trụ sở làm việc.,Khóa tất cả cửa xe.,parking,proactive,persona:wiki-62c08cb727c5,,Khóa tất cả cửa xe.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đang lái xe thì trời bất ngờ đổ những hạt mưa đầu mùa, tầm nhìn bắt đầu bị ảnh hưởng.",Bật gạt mưa mức thấp.,driving,quiet,persona:wiki-62c08cb727c5,,Bật gạt mưa mức thấp.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đang trên đường cao tốc thì gặp trận mưa rào lớn, cần gạt mưa hoạt động hiệu quả hơn để đảm bảo an toàn.","Vita, bật gạt mưa phía trước tốc độ vừa giúp tôi.",driving,balance,persona:wiki-62c08cb727c5,,"Trời bắt đầu mưa rồi, bật gạt mưa phía trước ở tốc độ vừa giúp tôi.",wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đang lái xe qua đoạn đường hầm khuất ánh sáng vào chiều tối, cần tăng cường tầm quan sát.","Vita, bật đèn chiếu gần giúp tôi.",driving,proactive,persona:wiki-62c08cb727c5,,"Tối quá, bật đèn chiếu gần giúp tôi.",wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đang đỗ xe sát lề trong một con phố hẹp gần khu dân cư, cần thu gọn xe lại để tránh va quẹt.",Gập hai gương chiếu hậu lại.,parking,quiet,persona:wiki-62c08cb727c5,,Gập hai gương chiếu hậu lại.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,Tôi đang đỗ xe trong bãi tối để xem lại một số bản vẽ chi tiết trước buổi họp quan trọng.,"Vita, bật đèn trong cabin giúp tôi.",parking,balance,persona:wiki-62c08cb727c5,,Bật đèn trong cabin giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,lights_mirrors_wipers,Đèn/gương/gạt mưa,"Tôi đã đỗ xe xong xuôi ở cơ quan sau chuyến công tác ngắn, chuẩn bị bước ra ngoài.","Vita, chỉnh cả hai gương về vị trí mặc định.",parking,proactive,persona:wiki-62c08cb727c5,,"Xe đỗ rồi, chỉnh cả hai gương về vị trí mặc định nhé.",wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,Tôi đang lái xe trên đường cao tốc hướng về ngoại thành và muốn tối ưu hóa hiệu suất năng lượng của xe.,Chuyển xe sang chế độ lái Eco.,driving,quiet,persona:wiki-62c08cb727c5,,Chuyển xe sang chế độ lái Eco.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,"Tôi đang điều khiển xe xuống dốc đoạn đèo dốc dài, cần tăng cường khả năng hãm tốc bằng động cơ.","Vita, tăng mức phanh tái sinh lên cao.",driving,balance,persona:wiki-62c08cb727c5,,Tăng mức phanh tái sinh lên cao.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,"Tôi đang di chuyển qua những khúc cua liên tục trong khu đô thị mới, muốn việc đánh lái trở nên nhẹ nhàng hơn.","Vita, đặt vô lăng sang mức trợ lực nhẹ giúp tôi.",driving,proactive,persona:wiki-62c08cb727c5,,Đặt vô lăng sang mức trợ lực nhẹ giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,Tôi đang ngồi trong xe chuẩn bị khởi hành từ bãi đỗ của trụ sở ủy ban nhân dân.,Bật chế độ tự động khóa xe khi bắt đầu chạy.,parking,quiet,persona:wiki-62c08cb727c5,,Bật chế độ tự động khóa xe khi tôi bắt đầu chạy nhé.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,Tôi đang đỗ xe tại cơ quan sau một ngày làm việc dài và muốn tối ưu hóa nguồn điện phụ trợ.,"Vita, đặt thời gian tự tắt nguồn phụ kiện sau khi đỗ xe thành mười phút.",parking,balance,persona:wiki-62c08cb727c5,,Đặt thời gian tự tắt nguồn phụ kiện sau khi đỗ xe thành mười phút.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,supported_vehicle_settings,Thiết lập xe được hỗ trợ,Tôi vừa đặt một số tài liệu quan trọng ở hàng ghế sau và muốn đảm bảo an toàn tuyệt đối trước khi rời đi.,"Vita, bật cảnh báo bỏ quên đồ ở hàng ghế sau giúp tôi.",parking,proactive,persona:wiki-62c08cb727c5,,Bật cảnh báo bỏ quên đồ ở hàng ghế sau giúp tôi.,wiki-62c08cb727c5,Mai Tran,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang lái xe một mình trên đường vành đai để đến buổi họp chiến lược với ban quản lý, thời tiết ngoài trời khá oi bức.",Chỉnh điều hòa ghế lái xuống 22 độ.,driving,quiet,persona:wiki-62706e3ac3c2,,Giảm nhiệt độ điều hòa bên tài xế xuống 22 độ.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang chở vài đồng nghiệp đi ăn trưa sau buổi tập bóng đá, không gian trong xe hơi ấm nên tôi muốn chỉnh lại nhiệt độ cho mọi người cùng thoải mái.","Vita ơi, tăng nhiệt độ điều hòa bên ghế phụ lên 24 độ giúp tôi nhé.",driving,balance,persona:wiki-62706e3ac3c2,,Tăng nhiệt độ điều hòa bên ghế phụ lên 24 độ giúp tôi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
cabin_vehicle_control,climate,Điều hòa,"Tôi đang lái xe trên đường cao tốc để kịp giờ giao ban buổi sáng, cảm giác hơi ngột ngạt vì nắng gắt chiếu vào.","Vita, tăng điều hòa bên ghế phụ lên 25 độ hộ tôi cái.",driving,proactive,persona:wiki-62706e3ac3c2,,Tăng nhiệt độ điều hòa bên ghế phụ lên 25 độ giúp tôi.,wiki-62706e3ac3c2,Siti Lim,openrouter/google/gemini-3.5-flash-lite
