intent_code,subintent_code,subintent_name,input,vehicle_state,ASSISTANT_MODE,source,note,seed_input,persona_id,persona_name,model
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, hướng dẫn tôi vào khu đón trả khách của khách sạn.",driving,proactive,persona:0071,,"Tôi sắp tới khách sạn, hướng dẫn tôi vào khu đón trả khách nhé.",0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, kết thúc hành trình.",parking,quiet,persona:0071,,"Tôi đã đỗ xe rồi, kết thúc hành trình nhé.",0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, kết thúc chuyến đi giúp tôi.",parking,balance,persona:0071,,"Tôi đỗ xe xong rồi, kết thúc chuyến đi giúp tôi.",0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, lưu vị trí đỗ xe này giúp tôi.",parking,proactive,persona:0071,,"Đến nơi rồi, lưu vị trí đỗ xe này giúp tôi.",0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, Huế có món gì nổi tiếng?",driving,quiet,persona:0071,,Huế nổi tiếng với món ăn nào?,0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, Phố cổ Hội An có gì đặc sắc?",driving,balance,persona:0071,,Phố cổ Hội An có gì đặc sắc vậy?,0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, Đà Lạt mùa này có đặc sản gì đáng thử?",driving,proactive,persona:0071,,Đà Lạt mùa này có đặc sản gì đáng thử?,0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, Chợ Bến Thành được xây dựng từ năm nào?",parking,quiet,persona:0071,,Chợ Bến Thành được xây từ bao giờ?,0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, Tràng An ở Ninh Bình có điểm gì nổi bật?",parking,balance,persona:0071,,"Ở Ninh Bình, Tràng An có gì nổi bật?",0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, buổi tối ở Sa Pa có gì thú vị không?",parking,proactive,persona:0071,,"Tôi đang đỗ xe ở Sa Pa, buổi tối ở đây có gì thú vị?",0071,Luka Petrov,openrouter/ag/gemini-3-flash
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Vita, dẫn tôi đến trạm xăng gần nhất.",driving,quiet,persona:0029,,Dẫn đường đến trạm xăng gần nhất.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Vita, tìm quán phở gần đây và dẫn đường đến đó cho tôi.",driving,balance,persona:0029,,Tìm một quán phở gần đây rồi dẫn đường tới đó.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Vita, dẫn tôi đến bãi đỗ xe gần chợ Bến Thành, và nếu có nhiều lựa chọn thì cho tôi biết nhé.",driving,proactive,persona:0029,,Đưa tôi đến bãi đỗ xe gần chợ Bến Thành.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Vita, tìm quán cà phê gần đây cho tôi.",parking,quiet,persona:0029,,Tìm một quán cà phê gần đây để tôi đến.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Vita, dẫn đường đến Bảo tàng Chứng tích Chiến tranh cho tôi.",parking,balance,persona:0029,,Dẫn đường đến Bảo tàng Chứng tích Chiến tranh.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Vita, tìm nhà hàng Việt Nam gần đây để ăn trưa và đề xuất cho tôi vài lựa chọn tốt nhé.",parking,proactive,persona:0029,,Tìm giúp tôi một nhà hàng Việt Nam gần đây để ăn trưa.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Vita, chuyển sang đường tránh cao tốc.",driving,quiet,persona:0029,,Đổi tuyến hiện tại sang đường tránh cao tốc.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Vita, đổi sang tuyến đường ít kẹt xe hơn cho tôi.",driving,balance,persona:0029,,Đổi tuyến hiện tại sang đường ít ùn tắc hơn giúp tôi.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Vita, thêm Bưu điện Trung tâm Thành phố vào tuyến đường hiện tại như một điểm dừng.",driving,proactive,persona:0029,,Thêm Bưu điện Trung tâm Thành phố làm điểm dừng trên tuyến hiện tại.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Vita, lập tuyến đến Hồ Hoàn Kiếm.",parking,quiet,persona:0029,,Lập tuyến từ đây đến Hồ Hoàn Kiếm.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Vita, bỏ điểm dừng ở chợ Bến Thành ra khỏi hành trình.",parking,balance,persona:0029,,Xóa điểm dừng ở chợ Bến Thành khỏi hành trình.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,route_management,Lập và thay đổi tuyến,"Vita, lập tuyến đến sân bay Nội Bài, ưu tiên đường cao tốc và cho tôi biết thêm các lựa chọn nếu có.",parking,proactive,persona:0029,,Lập tuyến đến sân bay Nội Bài và ưu tiên đường cao tốc.,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Vita, còn bao lâu nữa đến nơi?",driving,quiet,persona:0029,,Còn bao lâu nữa thì tới nơi?,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Vita, giao thông phía trước đang thế nào?",driving,balance,persona:0029,,Tình hình giao thông phía trước thế nào?,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Vita, dự kiến mấy giờ tôi đến sân bay?",driving,proactive,persona:0029,,Mấy giờ tôi sẽ đến sân bay?,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Vita, nếu xuất phát ngay bây giờ thì bao lâu tôi đến công ty?",parking,quiet,persona:0029,,"Xe đang đỗ đây, nếu khởi hành bây giờ thì bao lâu nữa tôi đến công ty?",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Vita, kiểm tra tình hình giao thông đến sân bay và cho tôi biết giờ đến dự kiến trước khi tôi lên đường.",parking,balance,persona:0029,,"Trước khi đi, kiểm tra giúp tôi tình hình giao thông đến sân bay và giờ đến dự kiến.",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Vita, nếu xuất phát ngay thì tôi đến trung tâm hội nghị lúc mấy giờ, và giao thông đường đó hiện tại thế nào?",parking,proactive,persona:0029,,Nếu xuất phát ngay thì mấy giờ tôi tới trung tâm hội nghị?,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, hướng dẫn vào bãi đỗ của tòa nhà.",driving,quiet,persona:0029,,"Tôi sắp đến rồi, bật hướng dẫn vào bãi đỗ của tòa nhà nhé.",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, chỉ đường vào bãi đỗ xe tại điểm đến cho tôi.",driving,balance,persona:0029,,"Gần tới nơi rồi, chỉ đường vào bãi đỗ xe tại điểm đến giúp tôi.",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, sắp tới khách sạn rồi, hướng dẫn tôi vào khu đón trả khách và cho biết thêm thông tin nếu cần.",driving,proactive,persona:0029,,"Tôi sắp tới khách sạn, hướng dẫn tôi vào khu đón trả khách nhé.",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, kết thúc hành trình.",parking,quiet,persona:0029,,"Tôi đã đỗ xe rồi, kết thúc hành trình nhé.",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, tôi đã đỗ xe xong, kết thúc chuyến đi.",parking,balance,persona:0029,,"Tôi đỗ xe xong rồi, kết thúc chuyến đi giúp tôi.",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Vita, lưu vị trí đỗ xe hiện tại cho tôi, và nếu có thể ghi chú thêm thông tin gì hữu ích thì làm luôn nhé.",parking,proactive,persona:0029,,"Đến nơi rồi, lưu vị trí đỗ xe này giúp tôi.",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, Huế nổi tiếng món gì?",driving,quiet,persona:0029,,Huế nổi tiếng với món ăn nào?,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, phố cổ Hội An có điểm gì đặc sắc?",driving,balance,persona:0029,,Phố cổ Hội An có gì đặc sắc vậy?,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, Đà Lạt mùa này có đặc sản gì đáng thử, và có gợi ý thêm chỗ nào ngon không?",driving,proactive,persona:0029,,Đà Lạt mùa này có đặc sản gì đáng thử?,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, chợ Bến Thành được xây từ năm nào?",parking,quiet,persona:0029,,Chợ Bến Thành được xây từ bao giờ?,0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, Tràng An ở Ninh Bình có gì nổi bật?",parking,balance,persona:0029,,"Ở Ninh Bình, Tràng An có gì nổi bật?",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,"Vita, tôi đang ở Sa Pa, buổi tối ở đây có gì thú vị, và có gợi ý cụ thể nào cho tôi không?",parking,proactive,persona:0029,,"Tôi đang đỗ xe ở Sa Pa, buổi tối ở đây có gì thú vị?",0029,Liam Murphy,openrouter/ag/claude-sonnet-4-6
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Đang cần đổ xăng.,driving,quiet,persona:0190,,Dẫn đường đến trạm xăng gần nhất.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Thèm phở quá, kiếm quán nào quanh đây đi.",driving,balance,persona:0190,,Tìm một quán phở gần đây rồi dẫn đường tới đó.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Cần chỗ đậu xe quanh chợ Bến Thành.,driving,proactive,persona:0190,,Đưa tôi đến bãi đỗ xe gần chợ Bến Thành.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Kiếm quán cà phê nào gần đây.,parking,quiet,persona:0190,,Tìm một quán cà phê gần đây để tôi đến.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Chỉ đường ra Bảo tàng Chứng tích Chiến tranh.,parking,balance,persona:0190,,Dẫn đường đến Bảo tàng Chứng tích Chiến tranh.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,destination_poi,Tìm điểm đến/POI,"Đang muốn ăn đồ Việt, tìm nhà hàng gần đây xem.",parking,proactive,persona:0190,,Tìm giúp tôi một nhà hàng Việt Nam gần đây để ăn trưa.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,route_management,Lập và thay đổi tuyến,Né đường cao tốc ra.,driving,quiet,persona:0190,,Đổi tuyến hiện tại sang đường tránh cao tốc.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,route_management,Lập và thay đổi tuyến,Đổi sang đường nào vắng hơn đi.,driving,balance,persona:0190,,Đổi tuyến hiện tại sang đường ít ùn tắc hơn giúp tôi.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,route_management,Lập và thay đổi tuyến,Ghé thêm Bưu điện Trung tâm Thành phố.,driving,proactive,persona:0190,,Thêm Bưu điện Trung tâm Thành phố làm điểm dừng trên tuyến hiện tại.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,route_management,Lập và thay đổi tuyến,Đường ra Hồ Gươm.,parking,quiet,persona:0190,,Lập tuyến từ đây đến Hồ Hoàn Kiếm.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,route_management,Lập và thay đổi tuyến,Bỏ chợ Bến Thành ra khỏi lịch trình.,parking,balance,persona:0190,,Xóa điểm dừng ở chợ Bến Thành khỏi hành trình.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,route_management,Lập và thay đổi tuyến,Chỉ đường ra Nội Bài bằng cao tốc.,parking,proactive,persona:0190,,Lập tuyến đến sân bay Nội Bài và ưu tiên đường cao tốc.,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),Bao lâu nữa tới?,driving,quiet,persona:0190,,Còn bao lâu nữa thì tới nơi?,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),Phía trước có kẹt xe không?,driving,balance,persona:0190,,Tình hình giao thông phía trước thế nào?,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),Mấy giờ tới sân bay?,driving,proactive,persona:0190,,Mấy giờ tôi sẽ đến sân bay?,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),Giờ chạy luôn thì bao lâu tới công ty?,parking,quiet,persona:0190,,"Xe đang đỗ đây, nếu khởi hành bây giờ thì bao lâu nữa tôi đến công ty?",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),"Đường ra sân bay giờ sao, mấy giờ tới nơi?",parking,balance,persona:0190,,"Trước khi đi, kiểm tra giúp tôi tình hình giao thông đến sân bay và giờ đến dự kiến.",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,traffic_eta,Giao thông và thời gian dự kiến đến nơi (ETA),Đi bây giờ thì mấy giờ tới trung tâm hội nghị?,parking,proactive,persona:0190,,Nếu xuất phát ngay thì mấy giờ tôi tới trung tâm hội nghị?,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,Chỉ đường xuống hầm đỗ xe.,driving,quiet,persona:0190,,"Tôi sắp đến rồi, bật hướng dẫn vào bãi đỗ của tòa nhà nhé.",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,Tìm đường vào bãi đỗ xe.,driving,balance,persona:0190,,"Gần tới nơi rồi, chỉ đường vào bãi đỗ xe tại điểm đến giúp tôi.",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,Chỉ đường vào sảnh đón khách.,driving,proactive,persona:0190,,"Tôi sắp tới khách sạn, hướng dẫn tôi vào khu đón trả khách nhé.",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,Tắt dẫn đường đi.,parking,quiet,persona:0190,,"Tôi đã đỗ xe rồi, kết thúc hành trình nhé.",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,"Dừng dẫn đường, tới nơi rồi.",parking,balance,persona:0190,,"Tôi đỗ xe xong rồi, kết thúc chuyến đi giúp tôi.",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,parking_arrival,Đỗ xe/đến nơi,Nhớ vị trí đỗ xe này lại.,parking,proactive,persona:0190,,"Đến nơi rồi, lưu vị trí đỗ xe này giúp tôi.",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,Huế có món gì ngon?,driving,quiet,persona:0190,,Huế nổi tiếng với món ăn nào?,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,Hội An có gì hay?,driving,balance,persona:0190,,Phố cổ Hội An có gì đặc sắc vậy?,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,Đà Lạt mùa này có đặc sản gì?,driving,proactive,persona:0190,,Đà Lạt mùa này có đặc sản gì đáng thử?,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,Chợ Bến Thành xây năm nào?,parking,quiet,persona:0190,,Chợ Bến Thành được xây từ bao giờ?,0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,Tràng An Ninh Bình có gì đặc biệt?,parking,balance,persona:0190,,"Ở Ninh Bình, Tràng An có gì nổi bật?",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,local_travel_information,Thông tin địa phương/du lịch,Tối ở Sa Pa có gì chơi?,parking,proactive,persona:0190,,"Tôi đang đỗ xe ở Sa Pa, buổi tối ở đây có gì thú vị?",0190,Rizal Putra,openrouter/ag/gemini-3.1-pro-low
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Chỉ đường đến cây xăng gần nhất.,driving,quiet,persona:0007,,Dẫn đường đến trạm xăng gần nhất.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Tìm quán phở gần nhất rồi dẫn đường ngay.,driving,balance,persona:0007,,Tìm một quán phở gần đây rồi dẫn đường tới đó.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Chỉ đường đến bãi giữ xe gần chợ Bến Thành.,driving,proactive,persona:0007,,Đưa tôi đến bãi đỗ xe gần chợ Bến Thành.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Tìm quán cà phê gần đây nhất.,parking,quiet,persona:0007,,Tìm một quán cà phê gần đây để tôi đến.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Lập lộ trình đến Bảo tàng Chứng tích Chiến tranh.,parking,balance,persona:0007,,Dẫn đường đến Bảo tàng Chứng tích Chiến tranh.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,destination_poi,Tìm điểm đến/POI,Tìm nhà hàng món Việt gần đây để ăn trưa.,parking,proactive,persona:0007,,Tìm giúp tôi một nhà hàng Việt Nam gần đây để ăn trưa.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,route_management,Lập và thay đổi tuyến,Chuyển lộ trình tránh toàn bộ đường cao tốc.,driving,quiet,persona:0007,,Đổi tuyến hiện tại sang đường tránh cao tốc.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,route_management,Lập và thay đổi tuyến,Tìm tuyến đường khác thoáng hơn và đổi ngay.,driving,balance,persona:0007,,Đổi tuyến hiện tại sang đường ít ùn tắc hơn giúp tôi.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,route_management,Lập và thay đổi tuyến,Thêm Bưu điện Trung tâm Thành phố làm điểm dừng vào lộ trình.,driving,proactive,persona:0007,,Thêm Bưu điện Trung tâm Thành phố làm điểm dừng trên tuyến hiện tại.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,route_management,Lập và thay đổi tuyến,Lập lộ trình từ đây ra Hồ Hoàn Kiếm.,parking,quiet,persona:0007,,Lập tuyến từ đây đến Hồ Hoàn Kiếm.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
journey_navigation_places,route_management,Lập và thay đổi tuyến,Bỏ điểm dừng chợ Bến Thành khỏi hành trình.,parking,balance,persona:0007,,Xóa điểm dừng ở chợ Bến Thành khỏi hành trình.,0007,Layla Haddad,openrouter/ag/gemini-3.7-flash-high
